Time, Temperature(C), Prev. Hrs. Energy consumption (W-hr), Voltage (volts), Current (amps), Average Energy till now (W-hr), Energy Consumption Estimated for Current Hr. (W-hr)
20, 33.0557, 5119.58, 231.746, 18.0547, 3293.82, 3930.6
21, 22.2884, 3930.6, 236.707, 8.62714, 3205.15, 1342.89
22, 31.0921, 1342.89, 225.281, 14.2487, 3216.23, 3460.02
23, 24.3437, 3460.02, 230.852, 15.9373, 3197.26, 2761.12
0, 25.8212, 2761.12, 221.24, 6.66915, 1291.29, 1291.29
1, 30.6759, 1291.29, 239.968, 14.922, 2655.23, 4019.17
2, 24.9291, 4019.17, 220.356, 5.92457, 2172.76, 1207.81
3, 34.331, 1207.81, 234.233, 10.665, 2338.28, 2834.83
4, 21.9661, 2834.83, 225.691, 12.877, 2331.51, 2304.47
5, 26.324, 2304.47, 222.429, 11.261, 2288.3, 2072.21
6, 29.1871, 2072.21, 232.59, 6.96058, 2194.27, 1630.08
7, 35.1996, 1630.08, 227.155, 6.98713, 2182.33, 2098.77
8, 26.4049, 2098.77, 223.947, 19.2117, 2433.99, 4447.25
9, 26.7976, 4447.25, 238.78, 17.1486, 2628.32, 4377.33
10, 38.5565, 4377.33, 225.534, 19.8383, 3002.07, 6739.61
11, 26.584, 6739.61, 237.2, 19.7052, 3112.6, 4328.43
12, 32.6269, 4328.43, 221.488, 14.3912, 3163.62, 3775.77
13, 36.2637, 3775.77, 239.681, 18.8412, 3313.4, 5260.62
14, 29.881, 5260.62, 232.63, 17.1509, 3391.77, 4488.95
15, 21.7721, 4488.95, 220.161, 17.014, 3378.37, 3177.34
16, 37.4356, 3177.34, 227.123, 7.47167, 3319.99, 2385.91
17, 36.8345, 2385.91, 221.716, 12.2603, 3292.38, 2822.95
18, 38.0011, 2822.95, 220.653, 12.549, 3334.3, 4088.93
19, 20.5559, 4088.93, 220.666, 17.5164, 3285.28, 2353.93
20, 29.0039, 2353.93, 225.396, 14.3486, 3270.14, 2967.26
21, 36.9301, 2967.26, 222.608, 14.1124, 3292.21, 3755.61
22, 31.3484, 3755.61, 230.844, 19.4957, 3346.88, 4549.67
23, 25.8671, 4549.67, 229.95, 17.0977, 3376.99, 4069.56
0, 20.8987, 4069.56, 228.867, 16.6631, 3146.22, 3146.22
1, 25.4581, 3146.22, 222.34, 6.946, 2339.26, 1532.31
2, 22.2579, 1532.31, 235.497, 12.0186, 2170.15, 1831.92
3, 28.3116, 1831.92, 228.353, 5.1604, 1882.26, 1018.6
4, 20.5232, 1018.6, 232.551, 6.76884, 1714.02, 1041.07
5, 22.2359, 1041.07, 220.914, 15.0226, 1921.16, 2956.83
6, 36.9533, 2956.83, 222.921, 11.8024, 2168.08, 3649.6
7, 35.3151, 3649.6, 239.761, 19.5155, 2468.37, 4570.39
8, 21.6932, 4570.39, 229.198, 12.4495, 2389.75, 1760.82
9, 35.5556, 1760.82, 220.005, 6.65522, 2297.16, 1463.8
10, 32.6817, 1463.8, 230.482, 18.0225, 2528.08, 4837.34
11, 28.4673, 4837.34, 224.082, 13.3693, 2525.86, 2501.4
12, 30.0208, 2501.4, 239.334, 9.05166, 2500.6, 2197.54
13, 24.3751, 2197.54, 224.362, 11.2155, 2445.82, 1733.65
14, 25.9545, 1733.65, 223.892, 9.37899, 2421.01, 2073.6
15, 29.6987, 2073.6, 223.813, 16.0363, 2511.71, 3872.28
16, 27.4253, 3872.28, 227.716, 7.03317, 2436.83, 1238.74
17, 28.6598, 1238.74, 223.014, 11.9445, 2467.7, 2992.42
18, 21.2931, 2992.42, 239.033, 15.8578, 2506.13, 3197.95
19, 39.632, 3197.95, 236.534, 8.98376, 2516.98, 2723
20, 37.2997, 2723, 221.392, 13.9356, 2586.8, 3983.26
21, 33.8049, 3983.26, 228.071, 5.04869, 2524.38, 1213.69
22, 30.3116, 1213.69, 228.828, 9.8306, 2521.68, 2462.22
23, 29.7934, 2462.22, 224.834, 18.268, 2608.28, 4600.08
0, 24.5336, 4600.08, 236.298, 5.79764, 1134.59, 1134.59
1, 32.0406, 1134.59, 229.795, 19.369, 2914.17, 4693.76
2, 27.2941, 4693.76, 224.39, 6.10803, 2381.15, 1315.11
3, 30.5894, 1315.11, 237.946, 5.12345, 2151.2, 1461.35
4, 24.4035, 1461.35, 237.694, 14.1212, 2202.72, 2408.81
5, 27.9469, 2408.81, 221.989, 16.9043, 2524.25, 4131.89
6, 38.9943, 4131.89, 230.092, 6.61063, 2483.41, 2238.34
7, 28.5613, 2238.34, 230.111, 16.1151, 2554.9, 3055.34
8, 35.5664, 3055.34, 238.048, 14.6685, 2651.57, 3424.91
9, 34.3694, 3424.91, 224.805, 19.494, 2920.54, 5341.33
10, 23.8414, 5341.33, 234.047, 12.1077, 2854.05, 2189.15
11, 33.4564, 2189.15, 239.865, 13.7305, 2972.14, 4271.1
12, 29.4669, 4271.1, 221.8, 13.137, 2922.05, 2320.93
13, 26.707, 2320.93, 235.088, 5.79275, 2808.09, 1326.58
14, 31.8833, 1326.58, 223.235, 18.3456, 2904.9, 4260.36
15, 31.5997, 4260.36, 228.538, 8.15983, 2853.26, 2078.64
16, 27.0455, 2078.64, 237.102, 10.6197, 2837.69, 2588.51
17, 29.158, 2588.51, 226.982, 5.52531, 2757.04, 1385.99
18, 39.8492, 1385.99, 230.132, 7.92129, 2750.65, 2635.57
19, 35.173, 2635.57, 228.651, 11.8023, 2803.01, 3797.93
20, 26.0007, 3797.93, 227.241, 12.4127, 2787.41, 2475.47
21, 25.3618, 2475.47, 229.966, 13.2781, 2784.89, 2731.83
22, 37.9365, 2731.83, 237.394, 18.8636, 2861.95, 4557.45
23, 36.2484, 4557.45, 236.577, 5.58883, 2803.7, 1463.74
0, 29.6297, 1463.74, 236.857, 10.7302, 2766.51, 2766.51
1, 27.1502, 2766.51, 239.666, 15.8827, 3234.44, 3702.37
2, 28.4171, 3702.37, 235.934, 7.55555, 2711.03, 1664.2
3, 24.3365, 1664.2, 220.415, 14.9149, 2668.58, 2541.26
4, 22.9543, 2541.26, 233.487, 15.2105, 2618.24, 2416.89
5, 26.3382, 2416.89, 228.007, 9.23319, 2456.65, 1648.71
6, 24.3808, 1648.71, 220.599, 8.01089, 2321.45, 1510.19
7, 31.8693, 1510.19, 231.723, 11.7305, 2332.36, 2408.73
8, 30.8606, 2408.73, 233.312, 15.7284, 2445.57, 3351.24
9, 28.9623, 3351.24, 233.206, 12.938, 2452.95, 2519.45
10, 25.0813, 2519.45, 229.429, 14.079, 2477.31, 2720.85
11, 30.2412, 2720.85, 227.688, 13.3401, 2524.47, 3043.3
12, 21.9054, 3043.3, 220.361, 17.6472, 2524.66, 2526.92
13, 37.6445, 2526.92, 235.806, 14.4912, 2693.29, 4885.43
14, 37.437, 4885.43, 236.74, 16.7253, 2811.69, 4469.26
15, 35.8093, 4469.26, 234.675, 12.9854, 2834.06, 3169.66
16, 26.8188, 3169.66, 237.596, 8.47088, 2786.55, 2026.32
17, 29.8513, 2026.32, 230.776, 14.4743, 2847.19, 3878.2
18, 30.2249, 3878.2, 228.61, 17.3233, 2891.32, 3685.63
19, 34.6581, 3685.63, 226.254, 15.0702, 2980.39, 4672.76
20, 26.5544, 4672.76, 220.52, 11.4284, 2932.83, 1981.58
21, 21.4586, 1981.58, 239.752, 15.3242, 2917.15, 2587.93
22, 31.4567, 2587.93, 235.354, 19.4977, 2992.51, 4650.29
23, 36.112, 4650.29, 239.198, 19.9082, 3081.44, 5126.93
0, 29.411, 5126.93, 226.874, 16.4065, 3546.5, 3546.5
1, 21.9006, 3546.5, 229.303, 17.565, 3540.55, 3534.6
2, 27.847, 3534.6, 226.696, 8.37156, 2871.19, 1532.46
3, 39.4804, 1532.46, 224.43, 17.3368, 3608.32, 5819.71
4, 27.051, 5819.71, 230.45, 5.03525, 3113.77, 1135.59
5, 23.2708, 1135.59, 234.3, 13.3643, 2940.08, 2071.6
6, 25.2883, 2071.6, 230.297, 16.4066, 2976.73, 3196.68
7, 34.1651, 3196.68, 222.944, 8.33072, 2904.63, 2399.93
8, 28.9234, 2399.93, 236.552, 16.8496, 2978.77, 3571.86
9, 25.7378, 3571.86, 234.481, 6.85422, 2832.03, 1511.35
10, 37.7123, 1511.35, 230.135, 19.1657, 3010.78, 4798.33
11, 36.0073, 4798.33, 236.349, 5.31604, 2888.26, 1540.45
12, 24.4401, 1540.45, 224.122, 12.6775, 2851.68, 2412.73
13, 39.5446, 2412.73, 230.125, 16.3205, 3032.88, 5388.52
14, 28.6715, 5388.52, 239.4, 5.26947, 2898.6, 1018.68
15, 34.0985, 1018.68, 235.135, 19.9138, 3049.05, 5305.76
16, 29.8698, 5305.76, 224.856, 11.9668, 3012.78, 2432.51
17, 36.7798, 2432.51, 235.673, 14.9485, 3094.05, 4475.55
18, 26.7812, 4475.55, 239.815, 19.4458, 3169.42, 4526.16
19, 39.277, 4526.16, 239.703, 19.8317, 3385.08, 7482.59
20, 37.8328, 7482.59, 231.078, 12.0871, 3362.77, 2916.51
21, 32.6534, 2916.51, 220.533, 7.75705, 3296.9, 1913.66
22, 32.3686, 1913.66, 234.698, 15.5824, 3346.75, 4443.6
23, 29.4637, 4443.6, 226.57, 18.8234, 3412.57, 4926.29
0, 20.8367, 4926.29, 228.668, 11.3622, 2014.67, 2014.67
1, 37.3962, 2014.67, 227.695, 15.5704, 3565.91, 5117.15
2, 27.1113, 5117.15, 224.701, 15.132, 3484.16, 3320.66
3, 21.3963, 3320.66, 232.587, 12.3751, 3147.02, 2135.6
4, 22.0018, 2135.6, 225.33, 15.5689, 2969.33, 2258.59
5, 23.3559, 2258.59, 239.432, 12.6731, 2816.14, 2050.18
6, 20.5182, 2050.18, 221.229, 7.08205, 2557.83, 1007.92
7, 22.5356, 1007.92, 220.942, 5.71662, 2377.38, 1114.29
8, 27.0398, 1114.29, 236.056, 16.1897, 2525.87, 3713.74
9, 28.9185, 3713.74, 233.86, 9.43825, 2468.48, 1951.95
10, 36.723, 1951.95, 220.925, 16.6085, 2651.67, 4483.67
11, 27.2269, 4483.67, 220.861, 12.8601, 2612.15, 2177.39
12, 20.2242, 2177.39, 220.082, 8.10063, 2511.11, 1298.59
13, 37.5952, 1298.59, 237.797, 5.75543, 2442.16, 1545.83
14, 32.3047, 1545.83, 234.08, 14.0121, 2528.67, 3739.79
15, 28.4777, 3739.79, 233.078, 11.9137, 2536.86, 2659.74
16, 22.8639, 2659.74, 227.753, 17.4396, 2596.71, 3554.33
17, 29.8478, 3554.33, 232.45, 17.1692, 2658.73, 3713.09
18, 34.6296, 3713.09, 234.608, 19.5162, 2796.13, 5269.28
19, 38.5983, 5269.28, 238.366, 10.8403, 2839.8, 3669.49
20, 32.9877, 3669.49, 225.066, 12.4515, 2862.44, 3315.38
21, 22.7543, 3315.38, 223.969, 5.60495, 2775.88, 958.11
22, 22.0435, 958.11, 221.69, 10.3449, 2740.38, 1959.4
23, 35.4719, 1959.4, 237.046, 11.3611, 2754.52, 3079.6
0, 26.6574, 3079.6, 232.186, 10.9894, 1907.21, 1907.21
1, 31.3325, 1907.21, 226.91, 12.3031, 2403.01, 2898.82
2, 38.7518, 2898.82, 232.195, 11.9284, 2855.95, 3761.83
3, 39.5252, 3761.83, 235.626, 16.9747, 3300.31, 4633.36
4, 32.4978, 4633.36, 228.507, 13.3709, 3417.29, 3885.25
5, 37.8665, 3885.25, 225.929, 9.37816, 3245.4, 2385.94
6, 29.8133, 2385.94, 223.352, 19.0813, 3381.29, 4196.61
7, 29.8846, 4196.61, 223.099, 7.6801, 3168.13, 1675.98
8, 20.4779, 1675.98, 229.52, 9.21091, 2987.55, 1542.91
9, 27.5881, 1542.91, 227.592, 19.118, 3146.67, 4578.76
10, 33.0875, 4578.76, 227.405, 15.696, 3265.46, 4453.35
11, 28.1616, 4453.35, 231.491, 18.7662, 3383.05, 4676.57
12, 27.1422, 4676.57, 231.931, 15.1227, 3341.97, 2849.04
13, 34.6409, 2849.04, 234.892, 9.51354, 3259.51, 2187.45
14, 26.6789, 2187.45, 239.916, 13.3613, 3243.93, 3025.92
15, 38.5646, 3025.92, 223.659, 14.4839, 3330.9, 4635.33
16, 32.4792, 4635.33, 220.573, 7.63332, 3230.71, 1627.72
17, 27.2704, 1627.72, 230.996, 6.01312, 3130.3, 1423.4
18, 22.7073, 1423.4, 235.341, 15.0279, 3108.01, 2706.64
19, 31.9329, 2706.64, 222.84, 17.5131, 3158.96, 4127.15
20, 24.9362, 4127.15, 234.108, 12.0894, 3101.56, 1953.54
21, 27.1484, 1953.54, 227.647, 15.8678, 3113.57, 3365.75
22, 29.4398, 3365.75, 226.8, 17.3079, 3170.59, 4424.93
23, 30.6313, 4424.93, 221.991, 11.4865, 3160.26, 2922.84
0, 37.8799, 2922.84, 228.354, 11.008, 2835.96, 2835.96
1, 34.7182, 2835.96, 227.44, 7.57693, 2420.98, 2006
2, 38.7164, 2006, 235.821, 13.9398, 2800.34, 3559.06
3, 25.4856, 3559.06, 233.266, 13.2046, 2812.06, 2847.23
4, 22.1692, 2847.23, 222.02, 19.8049, 2774.9, 2626.24
5, 23.6759, 2626.24, 227.377, 10.0321, 2658.51, 2076.55
6, 31.3043, 2076.55, 228.847, 9.99274, 2639.49, 2525.39
7, 29.1197, 2525.39, 233.105, 5.44673, 2470.03, 1283.81
8, 29.326, 1283.81, 235.424, 17.2569, 2553.42, 3220.53
9, 20.0332, 3220.53, 222.611, 13.8645, 2488.43, 1903.5
10, 32.4383, 1903.5, 230.207, 18.0852, 2695.17, 4762.64
11, 23.8857, 4762.64, 225.434, 10.5081, 2605.48, 1618.9
12, 25.7588, 1618.9, 239.948, 8.80324, 2534.91, 1688.02
13, 32.2695, 1688.02, 232.413, 12.9424, 2547.47, 2710.75
14, 23.4424, 2710.75, 237.262, 11.1936, 2542.19, 2468.26
15, 26.4407, 2468.26, 239.503, 10.3959, 2523.88, 2249.26
16, 38.0859, 2249.26, 222.701, 5.40408, 2454.53, 1344.88
17, 20.2754, 1344.88, 232.745, 13.9147, 2455.07, 2464.34
18, 21.8776, 2464.34, 223.938, 18.3141, 2460.83, 2564.48
19, 34.4196, 2564.48, 230.774, 10.5205, 2497.39, 3191.97
20, 28.8733, 3191.97, 233.885, 5.0205, 2432.22, 1128.96
21, 27.5584, 1128.96, 234.332, 18.183, 2482.71, 3542.89
22, 37.7798, 3542.89, 221.004, 8.1515, 2479.36, 2405.76
23, 39.3257, 2405.76, 231.664, 8.90952, 2502.97, 3046.02
0, 37.4931, 3046.02, 238.658, 7.85792, 2563.23, 2563.23
1, 31.7635, 2563.23, 220.154, 17.2779, 3656.86, 4750.49
2, 22.8905, 4750.49, 236.221, 14.9018, 3510.52, 3217.85
3, 31.2367, 3217.85, 234.449, 17.4226, 3714.86, 4327.87
4, 34.7134, 4327.87, 231.254, 14.9344, 3616.56, 3223.35
5, 32.1129, 3223.35, 221.226, 15.3649, 3534.01, 3121.24
6, 35.9085, 3121.24, 221.327, 14.7041, 3651.26, 4354.82
7, 23.7883, 4354.82, 221.252, 7.03298, 3355.15, 1282.33
8, 22.1477, 1282.33, 221.766, 5.54938, 3088.42, 954.609
9, 27.968, 954.609, 222.663, 18.6509, 3212.94, 4333.58
10, 38.9704, 4333.58, 227.54, 19.0396, 3383.6, 5090.19
11, 38.117, 5090.19, 227.989, 11.9282, 3338.97, 2848.12
12, 35.996, 2848.12, 239.054, 8.76979, 3237.28, 2016.91
13, 30.6142, 2016.91, 229.082, 8.58343, 3163.13, 2199.27
14, 35.8484, 2199.27, 227.033, 12.9616, 3143.47, 2868.18
15, 35.5568, 2868.18, 227.158, 5.94817, 3034.02, 1392.3
16, 30.0575, 1392.3, 235.103, 17.7463, 3095.67, 4082
17, 34.5302, 4082, 234.489, 8.84644, 3060.38, 2460.52
18, 28.6281, 2460.52, 236.815, 13.6466, 3059.11, 3036.3
19, 39.574, 3036.3, 225.836, 10.5781, 3040.29, 2682.62
20, 38.867, 2682.62, 230.954, 13.4521, 3064.16, 3541.57
21, 24.7312, 3541.57, 222.119, 13.3427, 3033.61, 2392.03
22, 29.0737, 2392.03, 225.327, 16.5952, 3057.4, 3580.88
23, 32.7271, 3580.88, 234.913, 14.8795, 3102.35, 4136.23
0, 32.5373, 4136.23, 230.014, 12.0042, 2861.77, 2861.77
1, 39.9565, 2861.77, 224.403, 18.4064, 4097.53, 5333.29
2, 37.2473, 5333.29, 228.985, 15.8164, 4303.93, 4716.73
3, 21.2101, 4716.73, 227.649, 5.07461, 3406.69, 714.986
4, 30.144, 714.986, 239.051, 11.5598, 3346.31, 3104.76
5, 33.1318, 3104.76, 238.006, 13.2665, 3455.95, 4004.17
6, 30.6338, 4004.17, 233.61, 12.4445, 3470.67, 3558.99
7, 39.7061, 3558.99, 235.828, 19.8622, 3790.46, 6029.01
8, 32.6811, 6029.01, 236.479, 14.8904, 3738.08, 3319.01
9, 28.6191, 3319.01, 237.331, 14.6501, 3691.86, 3275.91
10, 39.5366, 3275.91, 235.645, 5.28082, 3516.3, 1760.62
11, 32.0193, 1760.62, 236.944, 19.9258, 3662.19, 5267.07
12, 20.6613, 5267.07, 233.758, 10.428, 3526, 1891.72
13, 39.4543, 1891.72, 229.401, 15.5902, 3600.52, 4569.17
14, 35.2337, 4569.17, 222.671, 10.08, 3567.84, 3110.34
15, 39.8198, 3110.34, 222.946, 11.135, 3591.04, 3939.04
16, 26.5953, 3939.04, 221.526, 18.0727, 3602.76, 3790.28
17, 32.1091, 3790.28, 236.766, 16.1109, 3649.83, 4450.07
18, 38.7683, 4450.07, 235.574, 14.9677, 3677, 4166.12
19, 21.3936, 4166.12, 230.999, 10.208, 3590.13, 1939.51
20, 23.1327, 1939.51, 232.977, 7.06165, 3483.68, 1354.61
21, 28.381, 1354.61, 221.997, 10.991, 3416.48, 2005.49
22, 29.3589, 2005.49, 236.621, 19.9303, 3437.35, 3896.38
23, 30.5198, 3896.38, 222.721, 7.93215, 3358.52, 1545.36
0, 23.865, 1545.36, 232.614, 10.0968, 1704.58, 1704.58
1, 38.6312, 1704.58, 232.043, 15.0027, 2690.58, 3676.57
2, 33.6206, 3676.57, 229.319, 18.0819, 3143.54, 4049.46
3, 35.6136, 4049.46, 221.378, 13.411, 3190.82, 3332.66
4, 30.8745, 3332.66, 220.662, 6.21088, 2890.13, 1687.36
5, 28.808, 1687.36, 226.312, 11.2236, 2843.86, 2612.53
6, 20.2217, 2612.53, 220.529, 19.263, 2916.86, 3354.88
7, 27.9388, 3354.88, 224.554, 19.8666, 3116.76, 4516.01
8, 22.0098, 4516.01, 227.369, 16.7762, 3117.5, 3123.41
9, 25.3454, 3123.41, 233.352, 18.6233, 3238.73, 4329.89
10, 31.111, 4329.89, 233.999, 7.84352, 3098.09, 1691.61
11, 34.3256, 1691.61, 229.611, 11.9394, 3053.51, 2563.1
12, 31.0193, 2563.1, 239.933, 10.5099, 3015.06, 2553.73
13, 27.6097, 2553.73, 226.081, 15.321, 3034.71, 3290.17
14, 36.0454, 3290.17, 234.516, 6.08657, 2955.8, 1851.04
15, 25.5389, 1851.04, 239.407, 9.64514, 2908.78, 2203.45
16, 30.9739, 2203.45, 235.03, 18.9751, 2992.12, 4325.64
17, 37.6345, 4325.64, 237.764, 16.6929, 3150.75, 5847.35
18, 23.7379, 5847.35, 227.06, 6.04108, 3033.24, 918.152
19, 21.1021, 918.152, 221.106, 9.58844, 2966.99, 1708.13
20, 23.9826, 1708.13, 223.426, 15.5559, 2956.14, 2739.28
21, 30.4789, 2739.28, 227.446, 11.4291, 2963.03, 3107.63
22, 22.1906, 3107.63, 229.853, 18.6572, 2984.58, 3458.72
23, 20.2524, 3458.72, 222.652, 15.2224, 2960.97, 2417.94
0, 32.8338, 2417.94, 230.683, 15.4957, 3760.34, 3760.34
1, 39.4332, 3760.34, 234.364, 17.0114, 4413.46, 5066.58
2, 38.8387, 5066.58, 234.862, 6.32148, 3491.89, 1648.73
3, 28.0769, 1648.73, 222.748, 18.8879, 3443.39, 3297.9
4, 25.3936, 3297.9, 228.797, 10.3028, 3177.89, 2115.9
5, 36.4177, 2115.9, 225.549, 19.1263, 3645.44, 5983.18
6, 22.0224, 5983.18, 237.258, 8.85847, 3323.39, 1391.09
7, 31.4885, 1391.09, 237.879, 16.5213, 3394.94, 3895.8
8, 22.909, 3895.8, 237.144, 16.5642, 3321.85, 2737.13
9, 35.7917, 2737.13, 233.066, 15.8872, 3372.94, 3832.78
10, 23.6898, 3832.78, 232.988, 19.9682, 3465.14, 4387.11
11, 30.16, 4387.11, 225.527, 18.051, 3477.49, 3613.27
12, 32.4991, 3613.27, 224.936, 11.5565, 3425.18, 2797.53
13, 30.5109, 2797.53, 237.843, 11.229, 3359.75, 2509.2
14, 29.2337, 2509.2, 230.36, 9.73962, 3305.51, 2546.07
15, 34.6424, 2546.07, 223.016, 12.4225, 3301.98, 3249.04
16, 39.396, 3249.04, 224.34, 13.647, 3365.51, 4381.94
17, 23.1906, 4381.94, 225.689, 14.2076, 3341.57, 2934.66
18, 32.1235, 2934.66, 224.617, 16.224, 3353.11, 3560.9
19, 28.0699, 3560.9, 230.338, 10.443, 3308.49, 2460.64
20, 30.4803, 2460.64, 235.004, 18.5815, 3383.24, 4878.29
21, 24.4579, 4878.29, 238.929, 14.2982, 3337.27, 2371.73
22, 28.0539, 2371.73, 237.505, 11.3622, 3280.77, 2037.79
23, 26.7605, 2037.79, 238.161, 10.8829, 3235.93, 2204.61
0, 34.2137, 2204.61, 225.091, 5.97038, 1343.85, 1343.85
1, 32.4754, 1343.85, 223.235, 19.0701, 2682.66, 4021.48
2, 35.7844, 4021.48, 235.386, 14.4693, 2951.85, 3490.21
3, 35.9001, 3490.21, 233.564, 7.23962, 2765.93, 2208.18
4, 22.8038, 2208.18, 225.802, 9.06988, 2467.52, 1273.87
5, 37.742, 1273.87, 234.212, 12.5479, 2780.88, 4347.67
6, 23.8051, 4347.67, 238.979, 9.25527, 2611.02, 1591.87
7, 24.4635, 1591.87, 222.93, 18.7752, 2735.32, 3605.45
8, 38.1457, 3605.45, 220.573, 18.4623, 3073.04, 5774.78
9, 21.4151, 5774.78, 233.286, 10.2245, 2950.09, 1843.51
10, 38.4578, 1843.51, 225.729, 12.2587, 3063.04, 4192.55
11, 28.182, 4192.55, 221.918, 5.28828, 2917.62, 1318.04
12, 26.5539, 1318.04, 221.625, 12.5609, 2912.32, 2848.65
13, 38.1296, 2848.65, 239.415, 13.9539, 3004.66, 4205.17
14, 38.4358, 4205.17, 231.879, 9.97126, 2988.03, 2755.24
15, 20.978, 2755.24, 236.433, 5.1385, 2858.56, 916.384
16, 24.2377, 916.384, 222.132, 7.53724, 2766.52, 1293.99
17, 39.1275, 1293.99, 230.496, 5.07283, 2701.11, 1589.03
18, 38.8876, 1589.03, 239.409, 7.29385, 2684.86, 2392.36
19, 20.313, 2392.36, 226.822, 8.49008, 2620.33, 1394.33
20, 22.72, 1394.33, 234.173, 9.9119, 2589.47, 1972.26
21, 33.896, 1972.26, 221.833, 12.2522, 2605.91, 2951.21
22, 26.6954, 2951.21, 232.006, 11.6527, 2587.71, 2187.21
23, 20.5934, 2187.21, 237.331, 5.70495, 2517.71, 907.748
0, 28.4021, 907.748, 224.264, 15.1355, 3310.85, 3310.85
1, 34.6657, 3310.85, 235.943, 5.58011, 2314.41, 1317.96
2, 21.2654, 1317.96, 238.184, 16.5317, 2363.35, 2461.23
3, 20.961, 2461.23, 233.747, 16.7048, 2538.78, 3065.07
4, 22.5843, 3065.07, 221.982, 12.9729, 2465.09, 2170.33
5, 33.0456, 2170.33, 228.946, 12.419, 2657.69, 3620.68
6, 36.3831, 3620.68, 226.281, 6.5438, 2580.96, 2120.61
7, 34.2074, 2120.61, 232.974, 7.42514, 2502.76, 1955.34
8, 25.6053, 1955.34, 229.655, 16.6264, 2613.16, 3496.39
9, 21.8845, 3496.39, 220.074, 7.2651, 2468.96, 1171.17
10, 38.6866, 1171.17, 235.32, 10.5816, 2562.91, 3502.41
11, 37.5039, 3502.41, 226.862, 12.4221, 2592.27, 2915.16
12, 21.591, 2915.16, 225.492, 13.9505, 2532.71, 1817.98
13, 30.8353, 1817.98, 228.279, 18.3958, 2698.81, 4858.12
14, 32.7641, 4858.12, 236.692, 14.6936, 2778.21, 3889.91
15, 32.1511, 3889.91, 233.357, 18.5107, 2934.73, 5282.46
16, 33.6344, 5282.46, 224.884, 10.7291, 2894.33, 2247.86
17, 27.2694, 2247.86, 231.162, 6.21695, 2802.68, 1244.76
18, 38.0503, 1244.76, 235.2, 10.1709, 2799.32, 2738.7
19, 27.8185, 2738.7, 230.642, 13.0358, 2796.39, 2740.82
20, 39.2384, 2740.82, 239.584, 5.20507, 2751.53, 1854.26
21, 39.4238, 1854.26, 226.05, 14.173, 2800.54, 3829.85
22, 35.8906, 3829.85, 235.915, 12.8728, 2825.14, 3366.3
23, 38.7261, 3366.3, 223.045, 17.6772, 2910.13, 4864.8
0, 34.3418, 4864.8, 238.777, 12.3419, 2910.74, 2910.74
1, 30.3142, 2910.74, 233.662, 15.1967, 2907.17, 2903.6
2, 30.6802, 2903.6, 220.671, 10.2585, 2574.33, 1908.64
3, 25.2997, 1908.64, 220.218, 9.25428, 2424.27, 1974.11
4, 28.1256, 1974.11, 233.548, 12.8624, 2541.5, 3010.43
5, 37.2279, 3010.43, 229.718, 10.5507, 2640.64, 3136.35
6, 25.3436, 3136.35, 229.844, 14.1179, 2593.83, 2312.93
7, 36.7468, 2312.93, 227.783, 15.9798, 2871.81, 4817.72
8, 30.0988, 4817.72, 233.868, 10.5188, 2862.86, 2791.26
9, 36.9836, 2791.26, 226.781, 12.3228, 2951.03, 3744.52
10, 20.3365, 3744.52, 229.869, 6.45093, 2777.87, 1046.28
11, 28.7889, 1046.28, 238.846, 19.1776, 2902.33, 4271.38
12, 24.8954, 4271.38, 228.34, 14.7564, 2858.18, 2328.43
13, 31.5854, 2328.43, 230.724, 16.989, 2949.03, 4130.03
14, 20.7998, 4130.03, 234.791, 8.22275, 2842.35, 1348.91
15, 29.4692, 1348.91, 231.009, 7.74807, 2756.97, 1476.22
16, 39.1386, 1476.22, 220.862, 16.6756, 2879.35, 4837.34
17, 35.5684, 4837.34, 233.779, 7.29893, 2810.39, 1638.13
18, 33.7017, 1638.13, 231.309, 18.4126, 2949.53, 5453.99
19, 34.5291, 5453.99, 227.893, 7.9244, 2912.88, 2216.56
20, 38.1413, 2216.56, 228.079, 19.5656, 3055.04, 5898.25
21, 29.8749, 5898.25, 231.324, 15.185, 3048.31, 2906.96
22, 28.5613, 2906.96, 235.532, 12.2096, 3032.55, 2685.85
23, 31.7285, 2685.85, 220.301, 6.18399, 2972.24, 1585.12
0, 31.0197, 1585.12, 224.934, 6.43394, 1239.05, 1239.05
1, 30.9601, 1239.05, 228.584, 5.56178, 1251.2, 1263.35
2, 24.3668, 1263.35, 237.86, 16.0667, 2040.5, 3619.11
3, 31.874, 3619.11, 231.229, 10.959, 2245.16, 2859.14
4, 34.0092, 2859.14, 225.224, 10.0554, 2390.82, 2973.46
5, 29.629, 2973.46, 234.093, 9.37564, 2356.82, 2186.82
6, 30.3785, 2186.82, 220.864, 12.92, 2437.42, 2921.02
7, 27.9841, 2921.02, 236.399, 8.50173, 2399.32, 2132.6
8, 25.6535, 2132.6, 224.554, 14.1762, 2415.58, 2545.63
9, 36.2811, 2545.63, 238.759, 18.7367, 2771.88, 5978.65
10, 23.9852, 5978.65, 233.122, 16.2065, 2809.86, 3189.67
11, 39.979, 3189.67, 229.945, 8.88791, 2810.75, 2820.46
12, 20.6338, 2820.46, 233.518, 7.11251, 2695.85, 1317.13
13, 27.9394, 1317.13, 235.126, 18.6611, 2848.23, 4829.1
14, 27.6692, 4829.1, 220.445, 12.2203, 2818.98, 2409.49
